Dataset	HMM Family	ORF	HMM E-val	Aligned Length	Closest Homolog	%id of Closest Homolog	Closest Homolog Species	Closest Homolog Genus	Closest Homolog Family	Closest Homolog Order	Closest Homolog Class	Closest Homolog Phylum	Closest Homolog Superkingdom
CA_L442_14_30	rpoB_3	CA-L442_371696_1_1_1509_1_ID_441_1_partial_10_start_type_Edge_rbs_motif_None_rbs_spacer_None_gc_cont_0_575_ma144_2_to_101	4.9e-33	100	gi|980980312|ref|WP_059398869.1|	84.4	Azospirillum brasilense	Azospirillum	Rhodospirillaceae	Rhodospirillales	Alphaproteobacteria	Proteobacteria	Bacteria
CA_L442_15_31	rpoB_3	CA-L442_32067_1_2_2077_1_ID_88_1_partial_10_start_type_Edge_rbs_motif_None_rbs_spacer_None_gc_cont_0_590_ma149_295_to_664	1.8e-100	370	gi|1122357524|ref|WP_074041571.1|	69.3	Kiritimatiella glycovorans	Kiritimatiella	Kiritimatiellaceae	Kiritimatiellales	Kiritimatiellae	Kiritimatiellaeota	Bacteria
CA_L442_15_31	rpoB_3	CA-L442_205231_1_3_3092_-1_ID_520_1_partial_10_start_type_ATG_rbs_motif_GGA_GAG_AGG_rbs_spacer_5-10bp_gc_cont_0_586_ma146_3_to_1030	0	1028	gi|494040793|ref|WP_006982917.1|	65.4	Chthoniobacter flavus	Chthoniobacter	Chthoniobacteraceae	Chthoniobacterales	Spartobacteria	Verrucomicrobia	Bacteria
CA_L442_15_31	rpoB_3	CA-L442_230930_1_2_1885_1_ID_574_1_partial_11_start_type_Edge_rbs_motif_None_rbs_spacer_None_gc_cont_0_581_ma147_16_to_518	3.2e-214	503	gi|757171833|ref|WP_042725921.1|	72.0	Chthoniobacter flavus	Chthoniobacter	Chthoniobacteraceae	Chthoniobacterales	Spartobacteria	Verrucomicrobia	Bacteria
CA_L442_15_31	rpoB_3	CA-L442_32067_1_2_2077_1_ID_88_1_partial_10_start_type_Edge_rbs_motif_None_rbs_spacer_None_gc_cont_0_590_ma148_1_to_302	8.3e-113	302	gi|1122357524|ref|WP_074041571.1|	69.3	Kiritimatiella glycovorans	Kiritimatiella	Kiritimatiellaceae	Kiritimatiellales	Kiritimatiellae	Kiritimatiellaeota	Bacteria
CA_L442_18_32	rpoB_3	CA-L442_115965_8_3430_7224_1_ID_81_8_partial_00_start_type_ATG_rbs_motif_AGGAGG_rbs_spacer_5-10bp_gc_cont_0_521_ma150_6_to_1073	0	1068	gi|1011634595|ref|WP_062484672.1|	56.1	Candidatus Nitrospira inopinata	Nitrospira	Nitrospiraceae	Nitrospirales	Nitrospira	Nitrospirae	Bacteria
CA_L442_18_32	rpoB_3	CA-L442_115965_8_3430_7224_1_ID_81_8_partial_00_start_type_ATG_rbs_motif_AGGAGG_rbs_spacer_5-10bp_gc_cont_0_521_ma151_1073_to_1258	1e-103	186	gi|1011634595|ref|WP_062484672.1|	56.1	Candidatus Nitrospira inopinata	Nitrospira	Nitrospiraceae	Nitrospirales	Nitrospira	Nitrospirae	Bacteria
CA_L442_18_32	rpoB_3	CA-L442_358512_1_3_3935_1_ID_252_1_partial_10_start_type_Edge_rbs_motif_None_rbs_spacer_None_gc_cont_0_525_ma153_938_to_1280	3.2e-106	343	gi|757171833|ref|WP_042725921.1|	62.2	Chthoniobacter flavus	Chthoniobacter	Chthoniobacteraceae	Chthoniobacterales	Spartobacteria	Verrucomicrobia	Bacteria
CA_L442_18_32	rpoB_3	CA-L442_358512_1_3_3935_1_ID_252_1_partial_10_start_type_Edge_rbs_motif_None_rbs_spacer_None_gc_cont_0_525_ma152_2_to_906	0	905	gi|757171833|ref|WP_042725921.1|	62.2	Chthoniobacter flavus	Chthoniobacter	Chthoniobacteraceae	Chthoniobacterales	Spartobacteria	Verrucomicrobia	Bacteria
CA_L442_19_33	rpoB_3	CA-L442_337441_1_2_4222_1_ID_377_1_partial_10_start_type_Edge_rbs_motif_None_rbs_spacer_None_gc_cont_0_474_ma158_1303_to_1395	3.3e-24	93	gi|1011120996|ref|WP_062042857.1|	83.4	Lentimicrobium saccharophilum	Lentimicrobium	Lentimicrobiaceae	Bacteroidales	Bacteroidia	Bacteroidetes	Bacteria
CA_L442_19_33	rpoB_3	CA-L442_21765_5_2168_5863_1_ID_26_5_partial_01_start_type_TTG_rbs_motif_TAAAAA_rbs_spacer_8bp_gc_cont_0_465_ma154_3_to_1110	0	1108	gi|1011118163|ref|WP_062040024.1|	83.4	Lentimicrobium saccharophilum	Lentimicrobium	Lentimicrobiaceae	Bacteroidales	Bacteroidia	Bacteroidetes	Bacteria
CA_L442_19_33	rpoB_3	CA-L442_337441_1_2_4222_1_ID_377_1_partial_10_start_type_Edge_rbs_motif_None_rbs_spacer_None_gc_cont_0_474_ma156_3_to_978	0	976	gi|1011120996|ref|WP_062042857.1|	83.4	Lentimicrobium saccharophilum	Lentimicrobium	Lentimicrobiaceae	Bacteroidales	Bacteroidia	Bacteroidetes	Bacteria
CA_L442_19_33	rpoB_3	CA-L442_337441_1_2_4222_1_ID_377_1_partial_10_start_type_Edge_rbs_motif_None_rbs_spacer_None_gc_cont_0_474_ma157_1005_to_1274	8.8e-68	270	gi|1011120996|ref|WP_062042857.1|	83.4	Lentimicrobium saccharophilum	Lentimicrobium	Lentimicrobiaceae	Bacteroidales	Bacteroidia	Bacteroidetes	Bacteria
CA_L442_19_33	rpoB_3	CA-L442_278331_3_950_1780_-1_ID_312_3_partial_01_start_type_Edge_rbs_motif_None_rbs_spacer_None_gc_cont_0_462_ma160_139_to_259	6.2e-24	121	gi|1123521508|ref|WP_074239947.1|	83.7	Chitinophaga niabensis	Chitinophaga	Chitinophagaceae	Chitinophagales	Chitinophagia	Bacteroidetes	Bacteria
CA_L442_19_33	rpoB_3	CA-L442_21765_5_2168_5863_1_ID_26_5_partial_01_start_type_TTG_rbs_motif_TAAAAA_rbs_spacer_8bp_gc_cont_0_465_ma155_1107_to_1232	3e-73	126	gi|1011118163|ref|WP_062040024.1|	83.4	Lentimicrobium saccharophilum	Lentimicrobium	Lentimicrobiaceae	Bacteroidales	Bacteroidia	Bacteroidetes	Bacteria
CA_L442_19_33	rpoB_3	CA-L442_278331_3_950_1780_-1_ID_312_3_partial_01_start_type_Edge_rbs_motif_None_rbs_spacer_None_gc_cont_0_462_ma159_1_to_136	1.1e-37	136	gi|1123521508|ref|WP_074239947.1|	83.7	Chitinophaga niabensis	Chitinophaga	Chitinophagaceae	Chitinophagales	Chitinophagia	Bacteroidetes	Bacteria
CA_L442_2_34	rpoB_3	CA-L442_58775_4_5606_9718_-1_ID_143_4_partial_00_start_type_ATG_rbs_motif_GGAG_GAGG_rbs_spacer_5-10bp_gc_cont_0_569_ma161_3_to_1368	0	1366	gi|754171335|ref|WP_041790955.1|	93.7	Rhodoferax ferrireducens	Rhodoferax	Comamonadaceae	Burkholderiales	Betaproteobacteria	Proteobacteria	Bacteria
CA_L442_2_34	rpoB_3	CA-L442_58775_3_1364_5581_-1_ID_143_3_partial_00_start_type_ATG_rbs_motif_AGGA_rbs_spacer_5-10bp_gc_cont_0_569_ma163_983_to_1374	5.1e-105	392	gi|499785124|ref|WP_011465858.1|	95.8	Rhodoferax ferrireducens	Rhodoferax	Comamonadaceae	Burkholderiales	Betaproteobacteria	Proteobacteria	Bacteria
CA_L442_2_34	rpoB_3	CA-L442_58775_3_1364_5581_-1_ID_143_3_partial_00_start_type_ATG_rbs_motif_AGGA_rbs_spacer_5-10bp_gc_cont_0_569_ma162_14_to_989	0	976	gi|499785124|ref|WP_011465858.1|	95.8	Rhodoferax ferrireducens	Rhodoferax	Comamonadaceae	Burkholderiales	Betaproteobacteria	Proteobacteria	Bacteria
CA_L442_33_35	rpoB_3	CA-L442_144700_31_17562_21584_-1_ID_102_31_partial_00_start_type_ATG_rbs_motif_AGGA_rbs_spacer_5-10bp_gc_cont_0_593_ma166_9_to_148	6.7e-35	140	gi|1119903074|ref|WP_072788108.1|	64.3	Ferrithrix thermotolerans	Ferrithrix	Acidimicrobiaceae	Acidimicrobiales	Acidimicrobiia	Actinobacteria	Bacteria
CA_L442_33_35	rpoB_3	CA-L442_144700_32_21581_25192_-1_ID_102_32_partial_01_start_type_Edge_rbs_motif_None_rbs_spacer_None_gc_cont_0_596_ma164_225_to_852	1.8e-299	628	gi|1119903072|ref|WP_072788106.1|	59.2	Ferrithrix thermotolerans	Ferrithrix	Acidimicrobiaceae	Acidimicrobiales	Acidimicrobiia	Actinobacteria	Bacteria
CA_L442_33_35	rpoB_3	CA-L442_144700_32_21581_25192_-1_ID_102_32_partial_01_start_type_Edge_rbs_motif_None_rbs_spacer_None_gc_cont_0_596_ma165_853_to_1170	8.6e-154	318	gi|1119903072|ref|WP_072788106.1|	59.2	Ferrithrix thermotolerans	Ferrithrix	Acidimicrobiaceae	Acidimicrobiales	Acidimicrobiia	Actinobacteria	Bacteria
CA_L442_33_35	rpoB_3	CA-L442_144700_31_17562_21584_-1_ID_102_31_partial_00_start_type_ATG_rbs_motif_AGGA_rbs_spacer_5-10bp_gc_cont_0_593_ma168_1031_to_1271	4.9e-62	241	gi|1119903074|ref|WP_072788108.1|	64.3	Ferrithrix thermotolerans	Ferrithrix	Acidimicrobiaceae	Acidimicrobiales	Acidimicrobiia	Actinobacteria	Bacteria
CA_L442_33_35	rpoB_3	CA-L442_123425_1_1_888_-1_ID_93_1_partial_10_start_type_TTG_rbs_motif_GGAGG_rbs_spacer_5-10bp_gc_cont_0_560_ma169_7_to_263	4.8e-57	257			unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
CA_L442_33_35	rpoB_3	CA-L442_144700_31_17562_21584_-1_ID_102_31_partial_00_start_type_ATG_rbs_motif_AGGA_rbs_spacer_5-10bp_gc_cont_0_593_ma167_238_to_1030	1e-259	793	gi|1119903074|ref|WP_072788108.1|	64.3	Ferrithrix thermotolerans	Ferrithrix	Acidimicrobiaceae	Acidimicrobiales	Acidimicrobiia	Actinobacteria	Bacteria
CA_L442_60_37	rpoB_3	CA-L442_104283_1_2_2788_1_ID_247_1_partial_10_start_type_Edge_rbs_motif_None_rbs_spacer_None_gc_cont_0_627_ma171_93_to_506	6.8e-134	414	gi|652458287|ref|WP_026853118.1|	92.0	Geothrix fermentans	Geothrix	Holophagaceae	Holophagales	Holophagae	Acidobacteria	Bacteria
CA_L442_60_37	rpoB_3	CA-L442_104283_1_2_2788_1_ID_247_1_partial_10_start_type_Edge_rbs_motif_None_rbs_spacer_None_gc_cont_0_627_ma172_534_to_885	2.9e-98	352	gi|652458287|ref|WP_026853118.1|	92.0	Geothrix fermentans	Geothrix	Holophagaceae	Holophagales	Holophagae	Acidobacteria	Bacteria
CA_L442_60_37	rpoB_3	CA-L442_104283_1_2_2788_1_ID_247_1_partial_10_start_type_Edge_rbs_motif_None_rbs_spacer_None_gc_cont_0_627_ma170_1_to_71	1.4e-08	71	gi|652458287|ref|WP_026853118.1|	92.0	Geothrix fermentans	Geothrix	Holophagaceae	Holophagales	Holophagae	Acidobacteria	Bacteria
CA_L442_63_38	rpoB_3	CA-L442_66354_5_4330_8025_-1_ID_183_5_partial_01_start_type_Edge_rbs_motif_None_rbs_spacer_None_gc_cont_0_597_ma175_809_to_1202	9.6e-105	394	gi|499785124|ref|WP_011465858.1|	94.8	Rhodoferax ferrireducens	Rhodoferax	Comamonadaceae	Burkholderiales	Betaproteobacteria	Proteobacteria	Bacteria
CA_L442_63_38	rpoB_3	CA-L442_66354_5_4330_8025_-1_ID_183_5_partial_01_start_type_Edge_rbs_motif_None_rbs_spacer_None_gc_cont_0_597_ma174_2_to_818	0	817	gi|499785124|ref|WP_011465858.1|	94.8	Rhodoferax ferrireducens	Rhodoferax	Comamonadaceae	Burkholderiales	Betaproteobacteria	Proteobacteria	Bacteria
CA_L442_63_38	rpoB_3	CA-L442_106589_2_457_3255_-1_ID_287_2_partial_01_start_type_Edge_rbs_motif_None_rbs_spacer_None_gc_cont_0_580_ma173_2_to_930	0	929	gi|951198495|ref|WP_057674557.1|	93.9	Curvibacter sp. PAE-UM	Curvibacter	Comamonadaceae	Burkholderiales	Betaproteobacteria	Proteobacteria	Bacteria
CA_L442_63_38	rpoB_3	CA-L442_106589_1_2_379_-1_ID_287_1_partial_10_start_type_ATG_rbs_motif_AGGA_rbs_spacer_5-10bp_gc_cont_0_532_ma176_14_to_125	1.7e-41	112	gi|947937655|ref|WP_056597724.1|	99.2	Variovorax sp. Root434	Variovorax	Comamonadaceae	Burkholderiales	Betaproteobacteria	Proteobacteria	Bacteria
CA_L442_71_40	rpoB_3	CA-L442_176957_1_2_1597_-1_ID_304_1_partial_10_start_type_ATG_rbs_motif_GGA_GAG_AGG_rbs_spacer_11-12bp_gc_cont_0_375_ma180_2_to_532	1.5e-191	531	gi|670488723|ref|WP_031436973.1|	85.0	Methylobacter tundripaludum	Methylobacter	Methylococcaceae	Methylococcales	Gammaproteobacteria	Proteobacteria	Bacteria
CA_L442_71_40	rpoB_3	CA-L442_268219_37_22798_27006_-1_ID_402_37_partial_00_start_type_TTG_rbs_motif_GGAG_GAGG_rbs_spacer_5-10bp_gc_cont_0_391_ma177_9_to_992	0	984	gi|652888116|ref|WP_027148068.1|	86.9	Methylobacter tundripaludum	Methylobacter	Methylococcaceae	Methylococcales	Gammaproteobacteria	Proteobacteria	Bacteria
CA_L442_71_40	rpoB_3	CA-L442_268219_38_27082_29250_-1_ID_402_38_partial_01_start_type_Edge_rbs_motif_None_rbs_spacer_None_gc_cont_0_407_ma179_2_to_721	0	720	gi|670488723|ref|WP_031436973.1|	89.8	Methylobacter tundripaludum	Methylobacter	Methylococcaceae	Methylococcales	Gammaproteobacteria	Proteobacteria	Bacteria
CA_L442_71_40	rpoB_3	CA-L442_268219_37_22798_27006_-1_ID_402_37_partial_00_start_type_TTG_rbs_motif_GGAG_GAGG_rbs_spacer_5-10bp_gc_cont_0_391_ma178_983_to_1373	1.7e-102	391	gi|652888116|ref|WP_027148068.1|	86.9	Methylobacter tundripaludum	Methylobacter	Methylococcaceae	Methylococcales	Gammaproteobacteria	Proteobacteria	Bacteria
CA_L442_72_41	rpoB_3	CA-L442_96581_12_11731_15588_1_ID_278_12_partial_00_start_type_ATG_rbs_motif_GGAG_GAGG_rbs_spacer_5-10bp_gc_cont_0_665_ma182_1100_to_1278	6e-93	179	gi|1125751290|ref|WP_075078960.1|	62.7	Terrimicrobium sacchariphilum	Terrimicrobium	Terrimicrobium	Terrimicrobium	Spartobacteria	Verrucomicrobia	Bacteria
CA_L442_72_41	rpoB_3	CA-L442_96581_12_11731_15588_1_ID_278_12_partial_00_start_type_ATG_rbs_motif_GGAG_GAGG_rbs_spacer_5-10bp_gc_cont_0_665_ma181_3_to_1100	0	1098	gi|1125751290|ref|WP_075078960.1|	62.7	Terrimicrobium sacchariphilum	Terrimicrobium	Terrimicrobium	Terrimicrobium	Spartobacteria	Verrucomicrobia	Bacteria
CA_L442_72_41	rpoB_3	CA-L442_96581_13_15620_19741_1_ID_278_13_partial_01_start_type_TTG_rbs_motif_GGAGG_rbs_spacer_5-10bp_gc_cont_0_656_ma183_19_to_1001	0	983	gi|757171833|ref|WP_042725921.1|	65.8	Chthoniobacter flavus	Chthoniobacter	Chthoniobacteraceae	Chthoniobacterales	Spartobacteria	Verrucomicrobia	Bacteria
CA_L442_72_41	rpoB_3	CA-L442_96581_13_15620_19741_1_ID_278_13_partial_01_start_type_TTG_rbs_motif_GGAGG_rbs_spacer_5-10bp_gc_cont_0_656_ma184_1027_to_1369	5.6e-97	343	gi|757171833|ref|WP_042725921.1|	65.8	Chthoniobacter flavus	Chthoniobacter	Chthoniobacteraceae	Chthoniobacterales	Spartobacteria	Verrucomicrobia	Bacteria
CA_L442_74_42	rpoB_3	CA-L442_91380_4_5102_9595_1_ID_70_4_partial_00_start_type_ATG_rbs_motif_None_rbs_spacer_None_gc_cont_0_485_ma191_1380_to_1476	4.6e-27	97	gi|501501080|ref|WP_012509309.1|	95.7	Pelodictyon phaeoclathratiforme	Pelodictyon	Chlorobiaceae	Chlorobiales	Chlorobia	Chlorobi	Bacteria
CA_L442_74_42	rpoB_3	CA-L442_91380_3_1116_5033_1_ID_70_3_partial_00_start_type_GTG_rbs_motif_None_rbs_spacer_None_gc_cont_0_470_ma186_1139_to_1302	1e-101	164	gi|753754217|ref|WP_041526912.1|	94.6	Pelodictyon phaeoclathratiforme	Pelodictyon	Chlorobiaceae	Chlorobiales	Chlorobia	Chlorobi	Bacteria
CA_L442_74_42	rpoB_3	CA-L442_91380_4_5102_9595_1_ID_70_4_partial_00_start_type_ATG_rbs_motif_None_rbs_spacer_None_gc_cont_0_485_ma190_1078_to_1350	5e-62	273	gi|501501080|ref|WP_012509309.1|	95.7	Pelodictyon phaeoclathratiforme	Pelodictyon	Chlorobiaceae	Chlorobiales	Chlorobia	Chlorobi	Bacteria
CA_L442_74_42	rpoB_3	CA-L442_91380_3_1116_5033_1_ID_70_3_partial_00_start_type_GTG_rbs_motif_None_rbs_spacer_None_gc_cont_0_470_ma185_13_to_1140	0	1128	gi|753754217|ref|WP_041526912.1|	94.6	Pelodictyon phaeoclathratiforme	Pelodictyon	Chlorobiaceae	Chlorobiales	Chlorobia	Chlorobi	Bacteria
CA_L442_74_42	rpoB_3	CA-L442_91380_4_5102_9595_1_ID_70_4_partial_00_start_type_ATG_rbs_motif_None_rbs_spacer_None_gc_cont_0_485_ma189_623_to_1052	9.8e-123	430	gi|501501080|ref|WP_012509309.1|	95.7	Pelodictyon phaeoclathratiforme	Pelodictyon	Chlorobiaceae	Chlorobiales	Chlorobia	Chlorobi	Bacteria
CA_L442_74_42	rpoB_3	CA-L442_91380_4_5102_9595_1_ID_70_4_partial_00_start_type_ATG_rbs_motif_None_rbs_spacer_None_gc_cont_0_485_ma188_261_to_597	7e-152	337	gi|501501080|ref|WP_012509309.1|	95.7	Pelodictyon phaeoclathratiforme	Pelodictyon	Chlorobiaceae	Chlorobiales	Chlorobia	Chlorobi	Bacteria
CA_L442_74_42	rpoB_3	CA-L442_91380_4_5102_9595_1_ID_70_4_partial_00_start_type_ATG_rbs_motif_None_rbs_spacer_None_gc_cont_0_485_ma187_15_to_241	6.5e-61	227	gi|501501080|ref|WP_012509309.1|	95.7	Pelodictyon phaeoclathratiforme	Pelodictyon	Chlorobiaceae	Chlorobiales	Chlorobia	Chlorobi	Bacteria
CA_L442_82_44	rpoB_3	CA-L442_234969_1_294_3980_1_ID_440_1_partial_00_start_type_ATG_rbs_motif_AGGAG_rbs_spacer_5-10bp_gc_cont_0_638_ma194_614_to_946	7.6e-180	333	gi|763342799|ref|WP_044201094.1|	94.5	Oscillochloris trichoides	Oscillochloris	Oscillochloridaceae	Chloroflexales	Chloroflexia	Chloroflexi	Bacteria
CA_L442_82_44	rpoB_3	CA-L442_77305_1_2_3223_-1_ID_136_1_partial_11_start_type_Edge_rbs_motif_None_rbs_spacer_None_gc_cont_0_651_ma199_801_to_883	4e-08	83	gi|763342801|ref|WP_044201096.1|	91.3	Oscillochloris trichoides	Oscillochloris	Oscillochloridaceae	Chloroflexales	Chloroflexia	Chloroflexi	Bacteria
CA_L442_82_44	rpoB_3	CA-L442_77305_1_2_3223_-1_ID_136_1_partial_11_start_type_Edge_rbs_motif_None_rbs_spacer_None_gc_cont_0_651_ma200_905_to_1073	2.4e-47	169	gi|763342801|ref|WP_044201096.1|	91.3	Oscillochloris trichoides	Oscillochloris	Oscillochloridaceae	Chloroflexales	Chloroflexia	Chloroflexi	Bacteria
CA_L442_82_44	rpoB_3	CA-L442_234969_1_294_3980_1_ID_440_1_partial_00_start_type_ATG_rbs_motif_AGGAG_rbs_spacer_5-10bp_gc_cont_0_638_ma192_27_to_218	1.2e-69	192	gi|763342799|ref|WP_044201094.1|	94.5	Oscillochloris trichoides	Oscillochloris	Oscillochloridaceae	Chloroflexales	Chloroflexia	Chloroflexi	Bacteria
CA_L442_82_44	rpoB_3	CA-L442_234969_3_4846_5892_1_ID_440_3_partial_01_start_type_ATG_rbs_motif_AGGAG_rbs_spacer_5-10bp_gc_cont_0_643_ma201_5_to_157	5.1e-46	153	gi|763342801|ref|WP_044201096.1|	92.0	Oscillochloris trichoides	Oscillochloris	Oscillochloridaceae	Chloroflexales	Chloroflexia	Chloroflexi	Bacteria
CA_L442_82_44	rpoB_3	CA-L442_77305_1_2_3223_-1_ID_136_1_partial_11_start_type_Edge_rbs_motif_None_rbs_spacer_None_gc_cont_0_651_ma198_484_to_801	8e-107	318	gi|763342801|ref|WP_044201096.1|	91.3	Oscillochloris trichoides	Oscillochloris	Oscillochloridaceae	Chloroflexales	Chloroflexia	Chloroflexi	Bacteria
CA_L442_82_44	rpoB_3	CA-L442_77305_1_2_3223_-1_ID_136_1_partial_11_start_type_Edge_rbs_motif_None_rbs_spacer_None_gc_cont_0_651_ma197_11_to_385	1.3e-167	375	gi|763342801|ref|WP_044201096.1|	91.3	Oscillochloris trichoides	Oscillochloris	Oscillochloridaceae	Chloroflexales	Chloroflexia	Chloroflexi	Bacteria
CA_L442_82_44	rpoB_3	CA-L442_234969_1_294_3980_1_ID_440_1_partial_00_start_type_ATG_rbs_motif_AGGAG_rbs_spacer_5-10bp_gc_cont_0_638_ma195_947_to_1034	5.2e-53	88	gi|763342799|ref|WP_044201094.1|	94.5	Oscillochloris trichoides	Oscillochloris	Oscillochloridaceae	Chloroflexales	Chloroflexia	Chloroflexi	Bacteria
CA_L442_82_44	rpoB_3	CA-L442_234969_1_294_3980_1_ID_440_1_partial_00_start_type_ATG_rbs_motif_AGGAG_rbs_spacer_5-10bp_gc_cont_0_638_ma193_236_to_524	4.7e-130	289	gi|763342799|ref|WP_044201094.1|	94.5	Oscillochloris trichoides	Oscillochloris	Oscillochloridaceae	Chloroflexales	Chloroflexia	Chloroflexi	Bacteria
CA_L442_82_44	rpoB_3	CA-L442_234969_1_294_3980_1_ID_440_1_partial_00_start_type_ATG_rbs_motif_AGGAG_rbs_spacer_5-10bp_gc_cont_0_638_ma196_1032_to_1206	1.2e-105	175	gi|763342799|ref|WP_044201094.1|	94.5	Oscillochloris trichoides	Oscillochloris	Oscillochloridaceae	Chloroflexales	Chloroflexia	Chloroflexi	Bacteria
CA_L442_84_45	rpoB_3	CA-L442_49108_5_7647_11795_-1_ID_52_5_partial_00_start_type_ATG_rbs_motif_GGAG_GAGG_rbs_spacer_5-10bp_gc_cont_0_583_ma202_3_to_1380	0	1378	gi|1055250454|ref|WP_066919294.1|	82.4	Steroidobacter denitrificans	Steroidobacter	Sinobacteraceae	Nevskiales	Gammaproteobacteria	Proteobacteria	Bacteria
CA_L442_84_45	rpoB_3	CA-L442_49108_4_3346_7569_-1_ID_52_4_partial_00_start_type_ATG_rbs_motif_AGGAG_rbs_spacer_5-10bp_gc_cont_0_590_ma203_11_to_992	0	982	gi|1055250456|ref|WP_066919296.1|	83.7	Steroidobacter denitrificans	Steroidobacter	Sinobacteraceae	Nevskiales	Gammaproteobacteria	Proteobacteria	Bacteria
CA_L442_84_45	rpoB_3	CA-L442_49108_4_3346_7569_-1_ID_52_4_partial_00_start_type_ATG_rbs_motif_AGGAG_rbs_spacer_5-10bp_gc_cont_0_590_ma204_985_to_1370	4.7e-100	386	gi|1055250456|ref|WP_066919296.1|	83.7	Steroidobacter denitrificans	Steroidobacter	Sinobacteraceae	Nevskiales	Gammaproteobacteria	Proteobacteria	Bacteria
CA_L442_92_46	rpoB_3	CA-L442_57687_10_8439_12617_1_ID_77_10_partial_00_start_type_GTG_rbs_motif_GGxGG_rbs_spacer_5-10bp_gc_cont_0_552_ma207_15_to_1014	0	1000	gi|757171833|ref|WP_042725921.1|	65.9	Chthoniobacter flavus	Chthoniobacter	Chthoniobacteraceae	Chthoniobacterales	Spartobacteria	Verrucomicrobia	Bacteria
CA_L442_92_46	rpoB_3	CA-L442_57687_9_4651_8442_1_ID_77_9_partial_00_start_type_ATG_rbs_motif_GGA_GAG_AGG_rbs_spacer_5-10bp_gc_cont_0_554_ma206_1086_to_1250	3.1e-98	165	gi|494040793|ref|WP_006982917.1|	67.5	Chthoniobacter flavus	Chthoniobacter	Chthoniobacteraceae	Chthoniobacterales	Spartobacteria	Verrucomicrobia	Bacteria
CA_L442_92_46	rpoB_3	CA-L442_57687_10_8439_12617_1_ID_77_10_partial_00_start_type_GTG_rbs_motif_GGxGG_rbs_spacer_5-10bp_gc_cont_0_552_ma208_1021_to_1363	4.9e-94	343	gi|757171833|ref|WP_042725921.1|	65.9	Chthoniobacter flavus	Chthoniobacter	Chthoniobacteraceae	Chthoniobacterales	Spartobacteria	Verrucomicrobia	Bacteria
CA_L442_92_46	rpoB_3	CA-L442_57687_9_4651_8442_1_ID_77_9_partial_00_start_type_ATG_rbs_motif_GGA_GAG_AGG_rbs_spacer_5-10bp_gc_cont_0_554_ma205_4_to_1086	0	1083	gi|494040793|ref|WP_006982917.1|	67.5	Chthoniobacter flavus	Chthoniobacter	Chthoniobacteraceae	Chthoniobacterales	Spartobacteria	Verrucomicrobia	Bacteria
L227_2013_6m_007_47	rpoB_3	L227-2013-6m_93_17_15984_20108_-1_ID_7_17_partial_00_start_type_ATG_rbs_motif_None_rbs_spacer_None_gc_cont_0_622_ma212_1003_to_1351	9.3e-107	349	gi|757171833|ref|WP_042725921.1|	81.9	Chthoniobacter flavus	Chthoniobacter	Chthoniobacteraceae	Chthoniobacterales	Spartobacteria	Verrucomicrobia	Bacteria
L227_2013_6m_007_47	rpoB_3	L227-2013-6m_93_17_15984_20108_-1_ID_7_17_partial_00_start_type_ATG_rbs_motif_None_rbs_spacer_None_gc_cont_0_622_ma211_19_to_978	0	960	gi|757171833|ref|WP_042725921.1|	81.9	Chthoniobacter flavus	Chthoniobacter	Chthoniobacteraceae	Chthoniobacterales	Spartobacteria	Verrucomicrobia	Bacteria
L227_2013_6m_007_47	rpoB_3	L227-2013-6m_93_18_20151_23945_-1_ID_7_18_partial_00_start_type_ATG_rbs_motif_None_rbs_spacer_None_gc_cont_0_615_ma209_4_to_1087	0	1084	gi|494040793|ref|WP_006982917.1|	87.3	Chthoniobacter flavus	Chthoniobacter	Chthoniobacteraceae	Chthoniobacterales	Spartobacteria	Verrucomicrobia	Bacteria
L227_2013_6m_007_47	rpoB_3	L227-2013-6m_93_18_20151_23945_-1_ID_7_18_partial_00_start_type_ATG_rbs_motif_None_rbs_spacer_None_gc_cont_0_615_ma210_1085_to_1252	1.5e-98	168	gi|494040793|ref|WP_006982917.1|	87.3	Chthoniobacter flavus	Chthoniobacter	Chthoniobacteraceae	Chthoniobacterales	Spartobacteria	Verrucomicrobia	Bacteria
L227_2013_8m_001_48	rpoB_3	L227-2013-8m_1060_5_7597_11688_-1_ID_40_5_partial_00_start_type_ATG_rbs_motif_GGA_GAG_AGG_rbs_spacer_5-10bp_gc_cont_0_425_ma213_2_to_1362	0	1361	gi|493946557|ref|WP_006890497.1|	93.8	Methylobacter tundripaludum	Methylobacter	Methylococcaceae	Methylococcales	Gammaproteobacteria	Proteobacteria	Bacteria
L227_2013_8m_001_48	rpoB_3	L227-2013-8m_1060_4_3159_7352_-1_ID_40_4_partial_00_start_type_ATG_rbs_motif_None_rbs_spacer_None_gc_cont_0_427_ma215_980_to_1371	5.6e-105	392	gi|652888116|ref|WP_027148068.1|	94.6	Methylobacter tundripaludum	Methylobacter	Methylococcaceae	Methylococcales	Gammaproteobacteria	Proteobacteria	Bacteria
